Analyse;T70_HC_PYR;T90_HC_PYR;T30_CO2_PYR;T50_CO2_PYR;T70_CO2_PYR;T90_CO2_PYR;T70_CO_OX;T50_CO2_OX;T70_CO2_OX;T90_CO2_OX;PseudoS1;S2;S2_PC;HI;OI;OICO;OIRE6;HI_OIre6;PC;PC_TOCRE6;TOCRE6;T10_HC_PYR;T30_HC_PYR;S1S2_HC_PYR;S1S2_TOT_PYR;StableCarbon;ActiveCarbon;Confidence;
SOIL_11525;493.00;546.00;353.00;407.00;465.00;527.00;536.00;449.00;513.00;566.00;0.09;1.93;0.56;155.03;235.44;66.27;209.10;0.74;3.48;0.23;15.02;354.00;414.00;1.93;5.86;58.38;41.62;30.55;
SOIL_11526;488.00;540.00;352.00;404.00;463.00;525.00;529.00;446.00;510.00;565.00;0.10;2.45;0.57;161.34;233.80;62.42;205.71;0.78;4.29;0.23;18.29;346.00;408.00;2.45;6.89;54.02;45.98;29.77;
SOIL_11548;490.00;541.00;353.00;405.00;462.00;525.00;522.00;443.00;507.00;561.00;0.09;2.04;0.56;149.88;232.85;57.79;202.37;0.74;3.67;0.22;16.38;356.00;414.00;2.04;6.13;57.62;42.38;29.18;
SOIL_11549;482.00;532.00;346.00;396.00;453.00;520.00;494.00;431.00;496.00;553.00;0.12;3.17;0.58;166.16;232.81;55.17;200.84;0.83;5.43;0.24;22.99;350.00;407.00;3.17;8.18;49.58;50.42;23.50;
SOIL_11550;487.00;543.00;357.00;412.00;471.00;530.00;651.00;473.00;534.00;585.00;0.07;1.07;0.49;111.74;229.49;47.08;193.81;0.58;2.19;0.19;11.54;355.00;410.00;1.07;4.49;77.52;22.48;20.76;
SOIL_11585;503.00;559.00;354.00;404.00;461.00;524.00;536.00;452.00;517.00;567.00;0.12;2.06;0.50;122.68;227.74;69.58;205.39;0.60;4.11;0.20;20.27;364.00;424.00;2.06;6.59;61.24;38.76;32.87;
SOIL_11587;501.00;558.00;353.00;403.00;460.00;525.00;534.00;447.00;511.00;564.00;0.09;1.79;0.52;132.34;225.37;73.99;206.18;0.64;3.46;0.21;16.29;357.00;418.00;1.79;5.55;59.30;40.70;30.51;
SOIL_11590;482.00;530.00;350.00;405.00;466.00;529.00;519.00;429.00;498.00;558.00;0.07;1.65;0.56;168.81;255.34;57.00;218.27;0.77;2.94;0.25;11.75;343.00;403.00;1.65;5.38;60.70;39.30;27.85;
SOIL_11593;495.00;553.00;354.00;405.00;462.00;526.00;535.00;448.00;511.00;565.00;0.10;2.43;0.58;163.61;214.67;68.99;195.55;0.84;4.18;0.23;17.91;354.00;412.00;2.43;6.56;53.14;46.86;28.76;
SOIL_11595;498.00;554.00;351.00;401.00;459.00;524.00;529.00;449.00;512.00;566.00;0.09;1.90;0.52;136.76;234.17;72.64;211.81;0.65;3.66;0.22;16.76;351.00;412.00;1.90;5.89;57.31;42.69;29.28;
SOIL_17942;498.00;553.00;357.00;412.00;473.00;532.00;524.00;446.00;512.00;569.00;0.07;1.85;0.57;170.89;234.14;68.97;209.69;0.81;3.23;0.25;13.05;353.00;417.00;1.85;5.90;56.33;43.67;28.50;
SOIL_17943;501.00;555.00;364.00;418.00;476.00;532.00;539.00;446.00;513.00;567.00;0.08;1.32;0.50;121.48;226.50;66.46;202.71;0.60;2.66;0.20;13.10;362.00;420.00;1.32;5.21;67.25;32.75;31.40;
SOIL_17944;499.00;554.00;354.00;407.00;465.00;527.00;528.00;443.00;510.00;565.00;0.09;1.65;0.51;134.15;241.20;68.24;214.41;0.63;3.22;0.22;14.84;357.00;418.00;1.65;5.57;61.13;38.87;31.34;
SOIL_17944BIS;499.00;555.00;356.00;407.00;465.00;527.00;533.00;444.00;511.00;565.00;0.09;1.65;0.51;133.74;239.58;67.78;212.97;0.63;3.20;0.22;14.85;358.00;419.00;1.65;5.53;61.43;38.57;31.94;
SOIL_18008;484.00;534.00;348.00;398.00;456.00;522.00;511.00;434.00;499.00;557.00;0.11;2.92;0.59;166.78;226.90;55.80;196.90;0.85;4.98;0.24;21.10;353.00;408.00;2.92;7.68;50.20;49.80;25.42;
SOIL_18009;481.00;531.00;347.00;397.00;453.00;520.00;483.00;426.00;490.00;549.00;0.11;3.28;0.60;176.80;223.06;54.70;193.48;0.91;5.42;0.24;22.35;351.00;406.00;3.28;8.10;49.50;50.50;23.68;
SOIL_18010;482.00;533.00;353.00;406.00;465.00;527.00;624.00;460.00;528.00;581.00;0.08;1.53;0.53;115.51;203.09;40.48;170.83;0.68;2.91;0.18;15.98;353.00;407.00;1.53;5.41;64.69;35.31;33.75;
SOIL_18023;500.00;559.00;358.00;408.00;463.00;526.00;538.00;454.00;516.00;566.00;0.09;1.00;0.41;93.18;248.52;82.72;228.01;0.41;2.44;0.19;12.91;357.00;414.00;1.00;4.22;79.24;20.76;19.38;
SOIL_18024;506.00;564.00;360.00;412.00;470.00;530.00;536.00;461.00;520.00;571.00;0.09;1.40;0.49;122.39;231.63;82.15;215.40;0.57;2.88;0.21;13.77;356.00;418.00;1.40;5.13;65.72;34.28;32.76;
SOIL_18025;495.00;548.00;357.00;412.00;470.00;530.00;528.00;449.00;513.00;565.00;0.07;1.40;0.53;145.33;245.22;62.55;214.08;0.68;2.64;0.23;11.63;355.00;416.00;1.40;4.89;67.96;32.04;28.27;
SOIL_18025BIS;495.00;546.00;352.00;405.00;469.00;530.00;541.00;448.00;511.00;564.00;0.07;1.40;0.54;144.29;236.98;63.24;208.49;0.69;2.61;0.22;11.69;357.00;418.00;1.40;4.78;66.08;33.92;27.37;
