Analyse;T70_HC_PYR;T90_HC_PYR;T30_CO2_PYR;T50_CO2_PYR;T70_CO2_PYR;T90_CO2_PYR;T70_CO_OX;T50_CO2_OX;T70_CO2_OX;T90_CO2_OX;PseudoS1;S2;S2_PC;HI;OI;OICO;OIRE6;HI_OIre6;PC;PC_TOCRE6;TOCRE6;T10_HC_PYR;T30_HC_PYR;S1S2_HC_PYR;S1S2_TOT_PYR;StableCarbon;ActiveCarbon;Confidence;
SOIL_18613;474.00;540.00;344.00;394.00;449.00;516.00;498.00;434.00;488.00;542.00;0.09;1.04;0.44;112.24;275.95;76.45;244.38;0.46;2.35;0.21;11.21;333.00;388.00;1.04;3.48;64.63;35.37;20.99;
SOIL_18615;477.00;537.00;347.00;397.00;453.00;518.00;496.00;436.00;491.00;545.00;0.10;1.52;0.50;134.32;273.56;72.97;240.65;0.56;3.06;0.22;13.64;339.00;394.00;1.52;4.58;54.39;45.61;12.20;
SOIL_18617;480.00;543.00;347.00;398.00;454.00;519.00;493.00;436.00;491.00;544.00;0.10;1.26;0.47;120.88;274.61;71.06;240.32;0.50;2.68;0.21;12.53;337.00;394.00;1.26;4.10;58.46;41.54;13.71;
SOIL_18619;476.00;538.00;345.00;397.00;453.00;519.00;494.00;438.00;494.00;547.00;0.11;1.35;0.47;126.50;285.69;73.76;249.92;0.51;2.86;0.22;12.86;335.00;390.00;1.35;4.41;56.62;43.38;14.02;
SOIL_18621;476.00;540.00;344.00;395.00;450.00;516.00;495.00;436.00;491.00;544.00;0.09;1.15;0.45;114.90;281.53;77.96;249.30;0.46;2.56;0.21;12.03;336.00;391.00;1.15;3.84;61.31;38.69;14.66;
SOIL_18623;475.00;534.00;347.00;398.00;454.00;519.00;491.00;433.00;489.00;543.00;0.11;1.53;0.50;135.87;277.16;69.79;241.45;0.56;3.07;0.23;13.56;337.00;393.00;1.53;4.65;54.54;45.46;13.92;
SOIL_18625;475.00;537.00;345.00;396.00;452.00;518.00;500.00;439.00;494.00;547.00;0.10;1.28;0.46;123.49;289.61;77.48;254.89;0.48;2.76;0.22;12.44;336.00;390.00;1.28;4.22;58.17;41.83;13.45;
SOIL_22913;463.00;525.00;337.00;384.00;438.00;511.00;460.00;415.00;461.00;527.00;0.06;0.87;0.49;128.29;261.87;65.80;228.05;0.56;1.77;0.22;8.20;319.00;373.00;0.87;2.45;64.95;35.05;27.26;
SOIL_22914;477.00;532.00;343.00;395.00;451.00;517.00;481.00;435.00;488.00;543.00;0.14;2.34;0.52;146.47;280.46;66.97;242.24;0.60;4.51;0.23;19.25;331.00;391.00;2.34;6.70;53.15;46.85;19.68;
SOIL_22915;469.00;527.00;337.00;384.00;438.00;509.00;463.00;425.00;472.00;533.00;0.10;1.63;0.51;136.55;252.17;70.82;223.87;0.61;3.17;0.22;14.39;318.00;375.00;1.63;4.29;51.80;48.20;20.31;
SOIL_9284;473.00;537.00;337.00;385.00;440.00;511.00;490.00;428.00;484.00;543.00;0.07;1.03;0.48;116.41;245.61;73.76;220.77;0.53;2.16;0.20;10.65;330.00;386.00;1.03;3.00;63.43;36.57;19.50;
SOIL_9284BIS;475.00;539.00;339.00;386.00;441.00;511.00;492.00;429.00;485.00;543.00;0.07;1.04;0.48;116.63;243.57;71.48;217.99;0.54;2.18;0.20;10.77;331.00;387.00;1.04;3.04;64.15;35.85;19.41;
