"sample_id","TN_CHN","TC_CHN"
29771,1.5,14.7
29777,1.5,16.9
29786,0.94,10.9
29788,1.1,8.84
29793,0.6,7.34
29808,0.82,8.74
29889,1,11
29891,0.94,10
29896,1.1,11.5
29897,1.1,11.4
30023,3,33.3
30024,3.5,40.4
30026,3.1,30.7
30028,3,31.1
30031,4.2,43.9
30054,3.9,53.9
30055,3.7,54.9
30091,1.6,15.8
30092,2,20.5
30093,1.7,17.6
30094,1.6,16
30095,1.6,16.3
30096,1.7,16.7
30097,1.6,16.4
30098,1.6,16
30104,1.2,31.9
30105,1.1,32.7
30106,1.3,31.6
30107,1.5,32
30108,1.3,32.7
30109,1.5,33.5
30114,4.5,50.3
30121,1.5,17.6
30128,2.6,31
30181,1.1,31.8
30182,0.64,30.8
30185,1.7,38.1
30208,2.2,90.9
30209,2.2,96.4
30216,1.9,100
30217,2.1,103
30259,1.2,43
30260,1.1,15.8
30269,2.1,19.6
30277,1.9,81.1
30279,2.4,96.9
30285,4.1,104
30286,2.7,113
30336,2.4,24.6
30341,2.2,109
30342,2.4,117
30351,1.6,28.5
30357,1.8,80.3
30358,1.8,26.1
30359,1.7,59.9
30363,1.4,71.6
30365,0.78,9.61
30369,1.4,59.8
30388,2.4,30.1
30403,1.5,61.3
30404,1.8,17.9
30405,1.7,65.8
30406,2.1,47.4
30428,2.5,77.9
30436,1.8,38.2
30462,2.4,74.6
30468,1.5,90.7
30471,2,92.3
30479,1.7,73.4
30501,3,75.1
30502,2.8,68.4
30506,2.5,61.1
30508,2.3,56.3
30510,2.3,67
30511,2.6,58.5
30512,2.1,52.9
30513,2.2,58.3
30514,1.9,56.5
30515,2.4,52.5
30523,2.1,89.9
30524,2.4,86.2
30530,1.7,64.8
30535,1.1,13
30538,1.6,25.7
30539,2.4,31.8
30540,2.5,32.7
30545,1,11.4
30546,0.87,10.8
30547,1.2,16.5
30551,1.5,69.5
30558,2.8,33.3
30559,2.7,43.6
30560,2.5,37.4
30561,2.3,72.5
30563,3.1,85.8
30564,2.9,84.1
30567,2,95.1
30568,1.9,93.4
30570,1.5,79.9
30571,1.7,56.9
30572,1.6,57.9
30643,3.2,79.4
30650,2.3,71.7
30651,0.96,9.79
30666,1.5,72.4
30667,0.84,12.4
30669,1.5,65.6
30679,2.2,60.7
30680,2.2,67.4
30681,2,52.8
30694,4.8,52
30707,1.5,19
31484,1.5,34.3
31485,1.5,42.8
32447,2.53,50.8
32448,1.43,28.3
32450,2.36,34.4
32454,0.94,25.3
