Analyse;T70_HC_PYR;T90_HC_PYR;T30_CO2_PYR;T50_CO2_PYR;T70_CO2_PYR;T90_CO2_PYR;T70_CO_OX;T50_CO2_OX;T70_CO2_OX;T90_CO2_OX;PseudoS1;S2;S2_PC;HI;OI;OICO;OIRE6;HI_OIre6;PC;PC_TOCRE6;TOCRE6;T10_HC_PYR;T30_HC_PYR;S1S2_HC_PYR;S1S2_TOT_PYR;StableCarbon;ActiveCarbon;Confidence;
SOIL_17999;505.00;563.00;349.00;396.00;451.00;521.00;531.00;447.00;512.00;563.00;0.12;2.45;0.54;143.09;214.40;77.28;200.09;0.72;4.49;0.22;20.62;364.00;424.00;2.45;6.42;54.35;45.65;26.84;
SOIL_18000;485.00;541.00;348.00;398.00;454.00;520.00;509.00;437.00;504.00;556.00;0.09;1.94;0.53;137.82;241.36;65.33;212.86;0.65;3.69;0.22;16.99;349.00;406.00;1.94;5.74;53.96;46.04;21.74;
SOIL_18001;488.00;550.00;351.00;400.00;455.00;519.00;525.00;447.00;509.00;564.00;0.07;0.87;0.43;103.66;255.82;85.03;234.64;0.44;2.04;0.20;10.16;345.00;399.00;0.87;3.26;72.02;27.98;24.73;
SOIL_18002;501.00;558.00;351.00;401.00;459.00;526.00;538.00;444.00;510.00;565.00;0.11;2.51;0.58;166.61;220.73;74.97;203.37;0.82;4.35;0.24;18.15;358.00;419.00;2.51;6.64;52.48;47.52;27.56;
SOIL_18003;487.00;539.00;353.00;406.00;464.00;526.00;527.00;445.00;507.00;564.00;0.11;2.49;0.59;175.00;232.48;62.46;204.77;0.85;4.21;0.25;17.16;349.00;409.00;2.49;6.86;53.39;46.61;29.46;
SOIL_18004;489.00;541.00;354.00;407.00;464.00;526.00;530.00;448.00;510.00;565.00;0.11;2.23;0.56;159.71;244.47;59.90;212.02;0.75;3.97;0.24;16.85;351.00;411.00;2.23;6.60;57.88;42.12;30.02;
SOIL_18005;492.00;546.00;354.00;406.00;462.00;525.00;525.00;451.00;511.00;565.00;0.12;2.72;0.58;160.57;226.40;62.87;200.57;0.80;4.71;0.23;20.44;352.00;413.00;2.72;7.39;53.42;46.58;31.84;
SOIL_18006;485.00;537.00;348.00;399.00;456.00;522.00;520.00;437.00;501.00;560.00;0.13;3.96;0.64;198.95;219.36;58.49;192.96;1.03;6.23;0.26;23.98;349.00;407.00;3.96;9.13;48.14;51.86;29.31;
SOIL_18007;486.00;539.00;350.00;401.00;459.00;523.00;514.00;437.00;502.00;560.00;0.12;2.89;0.58;165.18;236.80;60.61;206.85;0.80;5.02;0.24;21.10;349.00;407.00;2.89;7.93;51.85;48.15;27.89;
SOIL_18018;505.00;561.00;360.00;412.00;471.00;531.00;544.00;458.00;519.00;571.00;0.12;1.83;0.53;142.82;232.59;75.66;212.39;0.67;3.44;0.22;15.41;362.00;422.00;1.83;5.89;60.98;39.02;33.15;
SOIL_18019;497.00;552.00;350.00;399.00;456.00;523.00;525.00;440.00;504.00;560.00;0.12;3.41;0.60;174.53;217.99;64.51;195.40;0.89;5.67;0.24;23.58;357.00;417.00;3.41;8.40;50.47;49.53;27.13;
SOIL_18020;500.00;556.00;351.00;401.00;458.00;524.00;528.00;448.00;511.00;564.00;0.12;2.95;0.59;166.21;216.39;68.26;196.38;0.85;5.01;0.23;21.38;360.00;421.00;2.95;7.46;51.20;48.80;28.68;
SOIL_18021;501.00;557.00;352.00;401.00;459.00;524.00;528.00;444.00;508.00;563.00;0.11;2.69;0.57;158.15;223.82;65.90;200.44;0.79;4.71;0.23;20.52;359.00;420.00;2.69;7.31;52.40;47.60;29.41;
SOIL_18021BIS;500.00;555.00;352.00;401.00;459.00;525.00;529.00;445.00;509.00;563.00;0.12;2.71;0.57;158.40;225.27;68.63;203.05;0.78;4.76;0.23;20.60;358.00;419.00;2.71;7.38;52.56;47.44;29.63;
SOIL_18022;505.00;561.00;354.00;404.00;461.00;525.00;540.00;452.00;516.00;569.00;0.12;2.19;0.54;145.80;226.41;71.54;205.54;0.71;4.02;0.22;18.12;363.00;424.00;2.19;6.30;57.45;42.55;29.85;
SOIL_23262;462.00;522.00;351.00;404.00;455.00;517.00;464.00;420.00;475.00;551.00;0.06;0.77;0.47;125.44;276.38;75.52;244.16;0.51;1.65;0.22;7.37;331.00;386.00;0.77;2.52;75.53;24.47;27.64;
SOIL_23263;483.00;550.00;336.00;386.00;441.00;510.00;522.00;464.00;517.00;566.00;0.14;0.67;0.31;85.49;390.44;103.97;343.37;0.25;2.20;0.23;9.48;346.00;399.00;0.67;3.31;71.11;28.89;26.93;
SOIL_23264;468.00;526.00;349.00;399.00;451.00;515.00;488.00;424.00;478.00;551.00;0.05;0.86;0.54;137.97;214.70;61.07;191.04;0.72;1.59;0.21;7.54;331.00;387.00;0.86;2.33;70.67;29.33;30.94;
SOIL_23265;472.00;541.00;346.00;396.00;450.00;516.00;499.00;434.00;493.00;556.00;0.08;0.94;0.43;98.64;245.41;78.50;223.34;0.44;2.21;0.19;11.55;326.00;382.00;0.94;3.29;68.59;31.41;24.13;
SOIL_23266;473.00;540.00;346.00;397.00;451.00;517.00;487.00;426.00;486.00;550.00;0.08;0.98;0.43;93.37;238.33;67.03;211.63;0.44;2.28;0.18;12.64;329.00;385.00;0.98;3.45;69.93;30.07;27.80;
SOIL_23267;470.00;532.00;344.00;394.00;447.00;515.00;500.00;433.00;492.00;555.00;0.08;1.45;0.50;123.63;234.83;72.97;212.48;0.58;2.92;0.21;14.17;326.00;383.00;1.45;4.12;55.43;44.57;15.92;
SOIL_23268;469.00;531.00;345.00;395.00;449.00;516.00;485.00;427.00;483.00;551.00;0.09;1.80;0.53;126.98;217.28;63.00;194.02;0.65;3.42;0.20;17.09;324.00;382.00;1.80;4.83;55.02;44.98;21.79;
SOIL_23269;473.00;543.00;344.00;393.00;447.00;514.00;513.00;437.00;498.00;558.00;0.08;0.93;0.42;105.22;271.19;82.92;244.61;0.43;2.20;0.21;10.65;330.00;385.00;0.93;3.29;66.95;33.05;22.17;
SOIL_23270;471.00;535.00;342.00;391.00;445.00;513.00;505.00;437.00;496.00;558.00;0.09;1.67;0.51;132.64;240.47;71.76;215.90;0.61;3.28;0.22;15.22;331.00;386.00;1.67;4.59;54.45;45.55;16.70;
SOIL_23270BIS;471.00;535.00;343.00;392.00;446.00;514.00;503.00;436.00;495.00;557.00;0.09;1.69;0.51;133.69;239.60;73.94;216.51;0.62;3.31;0.22;15.28;331.00;385.00;1.69;4.64;54.38;45.62;16.56;
